fight_id,event_id,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,gender,result,result_details,finish_round,finish_time,fight_url
6383,595,Herb Dean,1596.0,4086.0,1596.0,3,F,Women's Flyweight,F,Submission,Arm Triangle From Half Guard,2,3:27,http://ufcstats.com/fight-details/c6fc43c351b08bda
6382,595,Marc Goddard,2260.0,1433.0,1433.0,3,F,Featherweight,M,Submission,Rear Naked Choke,1,3:15,http://ufcstats.com/fight-details/59d44b6888885500
6381,595,Chris Tognoni,3100.0,324.0,3100.0,3,F,Flyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/c420c376cc1d149c
6380,595,Marc Goddard,628.0,2205.0,2205.0,3,F,Lightweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/36d9337a27b71ba9
6379,595,Mark Smith,2413.0,1403.0,2413.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/d5323490163dde0e
6378,594,Herb Dean,1895.0,2728.0,1895.0,5,F,Catch Weight,M,KO/TKO,Punches to Head From Back Control,1,3:23,http://ufcstats.com/fight-details/2f4d42e0b9696f71
6377,594,Mark Smith,3455.0,334.0,334.0,3,F,Middleweight,M,Submission,Armbar From Bottom Guard,2,1:29,http://ufcstats.com/fight-details/01468f766dd7385c
6376,594,Keith Peterson,2225.0,3589.0,3589.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/c4eb14c3de579842
6375,594,Chris Tognoni,350.0,4005.0,350.0,3,F,Lightweight,M,KO/TKO,Punches to Head On Ground,2,1:57,http://ufcstats.com/fight-details/8515f07911765f89
6374,594,Jason Herzog,1229.0,988.0,1229.0,3,F,Middleweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/84d633d4a9fbf331
6373,594,Keith Peterson,,3884.0,3884.0,3,F,Lightweight,M,Submission,Guillotine Choke On Ground,3,1:40,http://ufcstats.com/fight-details/61a20ff34b6948ba
6372,594,Mark Smith,1437.0,1305.0,1437.0,3,F,Women's Featherweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f087a10a6f2bcc99
6371,594,Herb Dean,1760.0,11.0,1760.0,3,F,Lightweight,M,Submission,Rear Naked Choke,1,2:11,http://ufcstats.com/fight-details/cb1f27818d46af0e
6370,594,Jason Herzog,1250.0,1836.0,1836.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/901e62b7af57f559
6369,594,Mark Smith,3692.0,2829.0,3692.0,3,F,Welterweight,M,Submission,Rear Naked Choke,1,2:02,http://ufcstats.com/fight-details/c5d5fcf290cc029e
6368,594,Chris Tognoni,4011.0,2573.0,2573.0,3,F,Flyweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/181ceedcacc01d48
6367,593,Jason Herzog,212.0,2550.0,2550.0,5,F,Light Heavyweight,M,KO/TKO,Punch to Head At Distance,1,2:55,http://ufcstats.com/fight-details/f7865e5a6d009a87
6366,593,Herb Dean,3294.0,1207.0,3294.0,3,F,Catch Weight,M,Submission,D'Arce Choke From Half Guard,1,4:59,http://ufcstats.com/fight-details/99fd8396cbe1df03
6365,593,Mark Smith,1179.0,3830.0,1179.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/93026443e5140415
6364,593,Keith Peterson,1693.0,1587.0,1693.0,3,F,Lightweight,M,KO/TKO,Punch to Head At Distance,2,1:58,http://ufcstats.com/fight-details/958799d957945a3a
6363,593,Herb Dean,3635.0,1093.0,3635.0,3,F,Middleweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/04e2d50c24a88dbd
6362,593,Mark Smith,3803.0,1381.0,1381.0,3,F,Featherweight,M,KO/TKO,Punches to Head At Distance,1,4:24,http://ufcstats.com/fight-details/25da52bc590ef664
6361,593,Jason Herzog,3447.0,3112.0,3112.0,3,F,Women's Bantamweight,F,Submission,Armbar On Ground,1,3:44,http://ufcstats.com/fight-details/e36a5d4d53b97d4e
6360,593,Keith Peterson,648.0,511.0,648.0,3,F,Featherweight,M,KO/TKO,Knee to Head In Clinch,2,2:01,http://ufcstats.com/fight-details/2d8db91f91f68069
6359,593,Mark Smith,3815.0,3263.0,3263.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/33cc40fc1da409d3
6358,593,Herb Dean,3966.0,517.0,3966.0,3,F,Bantamweight,M,KO/TKO,Punch to Head At Distance,3,3:33,http://ufcstats.com/fight-details/ea63f56779100678
6357,593,Jason Herzog,1286.0,974.0,1286.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/528c208293bdef13
6356,593,Keith Peterson,3829.0,1241.0,3829.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/8cd583f6d10692bc
6355,592,Herb Dean,4089.0,144.0,4089.0,5,T,Middleweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/ca8f73d038c4d6e7
6354,592,Dan Miragliotta,2034.0,342.0,342.0,3,F,Heavyweight,M,KO/TKO,Elbow to Head In Clinch,2,1:40,http://ufcstats.com/fight-details/bb42336d6417914c
6353,592,Kerry Hatley,3562.0,3643.0,3562.0,3,F,Middleweight,M,KO/TKO,Elbows to Head On Ground,2,4:29,http://ufcstats.com/fight-details/18a1617ee7356352
6352,592,Mike Beltran,2576.0,1644.0,1644.0,3,F,Lightweight,M,Submission,Rear Naked Choke,2,1:23,http://ufcstats.com/fight-details/238832b58a66ae07
6351,592,Mike Beltran,2728.0,2650.0,2728.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/388adad23aaa9d39
6350,592,Mike Beltran,3942.0,289.0,3942.0,3,F,Heavyweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/81c22cfa22002ea4
6349,592,Jacob Montalvo,1648.0,1423.0,1423.0,3,F,Women's Flyweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/b1e048825b5bbe1c
6348,592,Dan Miragliotta,1213.0,966.0,1213.0,3,F,Bantamweight,M,Submission,Triangle Armbar From Bottom Guard,3,1:48,http://ufcstats.com/fight-details/a0ba726da4a50458
6347,592,Dan Miragliotta,323.0,3482.0,323.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/3bebd99d5f94bec7
6346,592,Jacob Montalvo,1833.0,2093.0,2093.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/19e742ccaa09cf08
6345,592,Herb Dean,3198.0,1885.0,1885.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/c16bda7548181613
6344,592,Kerry Hatley,672.0,1595.0,672.0,3,F,Bantamweight,M,Submission,Rear Naked Choke,2,3:24,http://ufcstats.com/fight-details/821bef3a3394dd96
6343,592,Jacob Montalvo,161.0,3227.0,161.0,3,F,Welterweight,M,Submission,Rear Naked Choke,1,4:38,http://ufcstats.com/fight-details/507080ccded73591
6342,592,Herb Dean,2197.0,2715.0,2715.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/6708f3a32861038a
6341,591,Herb Dean,2580.0,512.0,512.0,5,F,Middleweight,M,Decision,Split,5,5:00,http://ufcstats.com/fight-details/4b67a1875390e7ad
6340,591,Mark Smith,599.0,1803.0,1803.0,3,F,Middleweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/ace166f26c2ac2e8
6339,591,Mike Beltran,1121.0,2632.0,1121.0,3,F,Welterweight,M,KO/TKO,"Kick to Head At Distance
      Wheel kick",1,4:10,http://ufcstats.com/fight-details/6b4c2cc27855506a
6338,591,Chris Tognoni,3999.0,4027.0,4027.0,3,F,Light Heavyweight,M,Submission,Rear Naked Choke,2,2:10,http://ufcstats.com/fight-details/0730c4e6fb247fa1
6337,591,Herb Dean,2770.0,3831.0,3831.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0489b42ac0ab6d4b
6336,591,Mark Smith,3073.0,1232.0,3073.0,3,F,Featherweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/208c5dc52ccfd47a
6335,591,Mike Beltran,2373.0,3516.0,3516.0,3,F,Bantamweight,M,Submission,Arm Triangle From Half Guard,3,1:38,http://ufcstats.com/fight-details/c816a969cb001168
6334,591,Chris Tognoni,3280.0,356.0,3280.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/84ebbad426d25713
6333,591,Herb Dean,1463.0,3846.0,1463.0,3,F,Middleweight,M,KO/TKO,Punches to Head At Distance,1,0:16,http://ufcstats.com/fight-details/f9ab966e63968c15
6332,591,Mark Smith,3284.0,529.0,3284.0,3,F,Women's Bantamweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/673ed36fa5c12d5f
6331,591,Mike Beltran,4018.0,1859.0,4018.0,3,F,Light Heavyweight,M,KO/TKO,Punches to Head From Mount,1,2:57,http://ufcstats.com/fight-details/e82f15afac3dac93
6330,591,Chris Tognoni,110.0,931.0,931.0,3,F,Welterweight,M,KO/TKO,Punches to Head At Distance,2,2:15,http://ufcstats.com/fight-details/342779192b116314
6329,591,Mark Smith,2771.0,3732.0,2771.0,3,F,Flyweight,M,KO/TKO,"to    
      Arm Injury",1,1:22,http://ufcstats.com/fight-details/1765fc442ea03873
6328,590,Herb Dean,1484.0,2881.0,1484.0,5,T,Heavyweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/e786542667fdecf0
6327,590,Jason Herzog,1603.0,2997.0,2997.0,5,T,Flyweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/cddd3d4febe097f8
6326,590,Mike Beltran,1257.0,3002.0,1257.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/5ba543efdce072f5
6325,590,Frank Trigg,559.0,1435.0,1435.0,3,F,Bantamweight,M,Submission,Guillotine Choke In Clinch,1,0:47,http://ufcstats.com/fight-details/80f65ee9b6f8d63b
6324,590,Mike Beltran,1611.0,2834.0,1611.0,3,F,Welterweight,M,KO/TKO,Punches to Head On Ground,1,4:06,http://ufcstats.com/fight-details/453283e947919ff7
6323,590,Jason Herzog,3862.0,2585.0,2585.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/44a55ba1de2b30e2
6322,590,Frank Trigg,3250.0,973.0,3250.0,3,F,Welterweight,M,KO/TKO,Punch to Head At Distance,1,2:59,http://ufcstats.com/fight-details/0669231ebe3dd560
6321,590,Herb Dean,2734.0,1395.0,2734.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/9687021e5c4d092a
6320,590,Mike Beltran,2926.0,305.0,2926.0,3,F,Lightweight,M,KO/TKO,Punches to Head From Back Control,1,3:15,http://ufcstats.com/fight-details/5da7168ac2ff0e1d
6319,590,Frank Trigg,2796.0,3245.0,3245.0,3,F,Women's Strawweight,F,Submission,Armbar From Guard,1,2:25,http://ufcstats.com/fight-details/4047c2e259529179
6318,590,Jason Herzog,2651.0,2400.0,2400.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/0a0beb5aa9810de4
6317,589,Keith Peterson,2272.0,3477.0,2272.0,5,F,Featherweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/9dfcf675cf2c1575
6316,589,Herb Dean,3421.0,731.0,3421.0,3,F,Heavyweight,M,Submission,Rear Naked Choke,1,2:26,http://ufcstats.com/fight-details/3bcbb0e039f4f5d8
6315,589,Mark Smith,927.0,3724.0,927.0,3,F,Flyweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/8d89f3b8798f444d
6314,589,Chris Tognoni,3467.0,1900.0,3467.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f9a4e625dffc30d4
6313,589,Herb Dean,3608.0,3717.0,3717.0,3,F,Lightweight,M,KO/TKO,Punch to Body At Distance,1,3:47,http://ufcstats.com/fight-details/b5b5156c713c5d47
6312,589,Keith Peterson,4037.0,3671.0,4037.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/8693027377658e61
6311,589,Mark Smith,1207.0,2527.0,1207.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/e8517ed0b49abc37
6310,589,Chris Tognoni,1773.0,3692.0,1773.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/3738135e4c9d8273
6309,589,Keith Peterson,2260.0,3354.0,2260.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/7c2a02b5ea169b54
6308,589,Mark Smith,3652.0,949.0,3652.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/3a8c0158d910546d
6307,588,Mark Smith,2034.0,3293.0,2034.0,5,F,Heavyweight,M,KO/TKO,Punches to Head In Clinch,1,3:36,http://ufcstats.com/fight-details/4b7ec02b39fc6f70
6306,588,Herb Dean,401.0,1577.0,1577.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/8b3b38167060b1d7
6305,588,Jason Herzog,2057.0,2552.0,2057.0,3,F,Women's Strawweight,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/2e200563dd7c4922
6304,588,Chris Tognoni,3915.0,666.0,666.0,3,F,Bantamweight,M,KO/TKO,Punch to Head At Distance,2,2:14,http://ufcstats.com/fight-details/a43dcd04788d95c7
6303,588,Jason Herzog,3007.0,2884.0,2884.0,3,F,Lightweight,M,KO/TKO,Knee to Body On Ground,2,3:26,http://ufcstats.com/fight-details/730f14ccff80f3b0
6302,588,Herb Dean,484.0,3103.0,484.0,3,F,Featherweight,M,KO/TKO,Punches to Head At Distance,1,2:12,http://ufcstats.com/fight-details/2a5484a6d5e7a2da
6301,588,Mark Smith,528.0,1741.0,1741.0,3,F,Middleweight,M,Submission,Rear Naked Choke,3,2:58,http://ufcstats.com/fight-details/bdaca0a96d44438a
6300,588,Herb Dean,471.0,2474.0,471.0,3,F,Heavyweight,M,KO/TKO,Kick to Head At Distance,1,1:53,http://ufcstats.com/fight-details/fc0927c657c51622
6299,588,Chris Tognoni,3053.0,2859.0,2859.0,3,F,Women's Flyweight,F,KO/TKO,Kick to Body At Distance,3,0:45,http://ufcstats.com/fight-details/dd552b389152636a
6298,588,Mark Smith,2320.0,3045.0,2320.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/b4f88d65b47c2a39
6297,588,Jason Herzog,1263.0,3479.0,1263.0,3,F,Women's Featherweight,F,Submission,Guillotine Choke In Clinch,2,3:07,http://ufcstats.com/fight-details/85d9a516c3c6c205
6296,588,Herb Dean,1799.0,1322.0,1799.0,3,F,Heavyweight,M,KO/TKO,Elbows to Head From Crucifix,3,3:26,http://ufcstats.com/fight-details/a760d0f5de2e1aaa
6295,588,Chris Tognoni,2085.0,799.0,2085.0,3,F,Lightweight,M,Submission,Inverted Triangle On Ground,2,2:05,http://ufcstats.com/fight-details/ea76a3af8c5ecc55
6294,587,Herb Dean,1401.0,1189.0,1401.0,5,T,Lightweight,M,Submission,Rear Naked Choke,3,1:02,http://ufcstats.com/fight-details/b22eab3aa1522f40
6293,587,Marc Goddard,1440.0,1274.0,1274.0,5,T,Women's Bantamweight,F,Submission,Rear Naked Choke,2,3:26,http://ufcstats.com/fight-details/0b633295d9e017a3
6292,587,Mark Smith,1503.0,1183.0,1503.0,3,F,Welterweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/2d0d13dfc6c37ba8
6291,587,Herb Dean,2283.0,2877.0,2283.0,3,F,Flyweight,M,KO/TKO,Punches to Head At Distance,1,3:21,http://ufcstats.com/fight-details/795aa42785a46643
6290,587,Jason Herzog,1343.0,1426.0,1426.0,3,F,Bantamweight,M,KO/TKO,Punches to Head At Distance,1,4:42,http://ufcstats.com/fight-details/8c01b7dccc4d0926
6289,587,Chris Tognoni,3087.0,2464.0,3087.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/6537a32e7af905b0
6288,587,Marc Goddard,1571.0,3345.0,3345.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/abb8c6c0a057184e
6287,587,Mark Smith,895.0,342.0,342.0,3,F,Heavyweight,M,KO/TKO,Punches to Head At Distance,2,0:26,http://ufcstats.com/fight-details/50f2539c73b98eec
6286,587,Herb Dean,90.0,684.0,684.0,3,F,Middleweight,M,KO/TKO,Punches to Head At Distance,1,1:28,http://ufcstats.com/fight-details/9039762cb9f4abdb
6285,587,Marc Goddard,1570.0,3985.0,1570.0,3,F,Middleweight,M,Submission,Armbar From Back Control,1,3:13,http://ufcstats.com/fight-details/16243b1470887cb6
6284,587,Chris Tognoni,1804.0,3755.0,3755.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/fc2a30bfb760bdf8
6283,587,Jason Herzog,2670.0,1681.0,2670.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/537a5aa4c248830e
6282,587,Mark Smith,3380.0,2258.0,2258.0,3,F,Bantamweight,M,KO/TKO,Elbows to Head From Half Guard,2,4:15,http://ufcstats.com/fight-details/8bcdcfb0f93f1409
6281,587,Chris Tognoni,1001.0,3589.0,1001.0,3,F,Women's Flyweight,F,Submission,Rear Naked Choke,1,4:59,http://ufcstats.com/fight-details/505397f405e40206
6280,586,Keith Peterson,2961.0,4050.0,4050.0,5,F,Bantamweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/3109d1151f149aaf
6279,586,Herb Dean,1042.0,2976.0,2976.0,3,F,Lightweight,M,KO/TKO,"Kick to Head At Distance
      Wheel kick",3,2:20,http://ufcstats.com/fight-details/a38648a1c190f9be
6278,586,Mark Smith,3347.0,2550.0,2550.0,3,F,Light Heavyweight,M,KO/TKO,Punch to Head At Distance,1,0:48,http://ufcstats.com/fight-details/b3847772199e2639
6277,586,Keith Peterson,2702.0,833.0,2702.0,3,F,Lightweight,M,Submission,Rear Naked Choke,2,1:21,http://ufcstats.com/fight-details/5d64044b985004e7
6276,586,Herb Dean,4027.0,3325.0,3325.0,3,F,Middleweight,M,KO/TKO,Knees to Body In Clinch,2,1:58,http://ufcstats.com/fight-details/9e5bbbacf1d92cb4
6275,586,Chris Tognoni,1597.0,2894.0,1597.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/657b7da9c89352fe
6274,586,Mark Smith,1193.0,389.0,389.0,3,F,Middleweight,M,KO/TKO,Punches to Head From Back Control,1,4:34,http://ufcstats.com/fight-details/723a8a8c82cab1c8
6273,586,Keith Peterson,2285.0,12.0,2285.0,3,F,Flyweight,M,KO/TKO,Punches to Head At Distance,1,4:02,http://ufcstats.com/fight-details/376dddfa82debbf4
6272,586,Herb Dean,3865.0,167.0,3865.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/405bded9cc7a7c15
6271,586,Chris Tognoni,230.0,1842.0,230.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/3fc8afbb23b9ac16
6270,586,Herb Dean,1721.0,2197.0,2197.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/42b28adbed6966b7
6269,586,Keith Peterson,1152.0,2710.0,1152.0,3,F,Lightweight,M,Submission,Kneebar On Ground,3,3:25,http://ufcstats.com/fight-details/c74b03337a8441ed
6268,586,Chris Tognoni,621.0,1613.0,1613.0,3,F,Bantamweight,M,KO/TKO,Punch to Head In Clinch,1,2:02,http://ufcstats.com/fight-details/1ce1a43ef68ffc7d
6267,585,Jason Herzog,246.0,442.0,246.0,5,F,Women's Bantamweight,F,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/18f19b1422e8154b
6266,585,Herb Dean,3478.0,3694.0,3694.0,3,F,Welterweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/50bf4bb2f8d9aba4
6265,585,Jason Herzog,103.0,827.0,827.0,3,F,Women's Flyweight,F,Submission,Rear Naked Choke,1,4:49,http://ufcstats.com/fight-details/bb15c0a2911043bd
6264,585,Mark Smith,80.0,2286.0,80.0,3,F,Bantamweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/1cd8f5a107f64e39
6263,585,Herb Dean,2737.0,65.0,65.0,3,F,Bantamweight,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/9b9ef12603e820ec
6262,585,Mark Smith,906.0,1950.0,906.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/f592f168f3b8b807
6261,585,Jason Herzog,2869.0,2036.0,2869.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/fd60e75303622e5e
6260,585,Herb Dean,1987.0,2814.0,2814.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/450534f9fb9b13cd
6259,585,Jason Herzog,3140.0,,3140.0,3,F,Flyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/84c68c4c387d2e32
6258,585,Herb Dean,1442.0,600.0,1442.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/1ff89e2a9cc2f2d2
6257,585,Mark Smith,1195.0,2479.0,1195.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/8dd086e2e70144fd
6256,584,Marc Goddard,2532.0,983.0,2532.0,5,F,Featherweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/147e984aa34e3028
6255,584,Herb Dean,937.0,971.0,971.0,3,F,Heavyweight,M,KO/TKO,Punches to Head At Distance,1,0:32,http://ufcstats.com/fight-details/1013cdbb6c9a4a2e
6254,584,Mark Smith,574.0,2041.0,574.0,3,F,Women's Featherweight,F,KO/TKO,Elbows to Head From Half Guard,3,4:25,http://ufcstats.com/fight-details/e6ce8360ef43891c
6253,584,Chris Tognoni,3889.0,125.0,125.0,3,F,Welterweight,M,KO/TKO,Punch to Head At Distance,3,1:02,http://ufcstats.com/fight-details/8636b67096df4b27
6252,584,Herb Dean,606.0,3949.0,606.0,3,F,Bantamweight,M,KO/TKO,Punches to Head At Distance,2,1:35,http://ufcstats.com/fight-details/73c97d5c314f1270
6251,584,Marc Goddard,1643.0,4005.0,4005.0,3,F,Lightweight,M,KO/TKO,Elbows to Head In Clinch,1,3:01,http://ufcstats.com/fight-details/0273dbd5dedbdbe0
6250,584,Mark Smith,3584.0,2068.0,2068.0,3,F,Women's Flyweight,F,KO/TKO,"to    
      Stoppage Between Rounds",2,5:00,http://ufcstats.com/fight-details/c0518d213b67e754
6249,584,Herb Dean,98.0,3967.0,98.0,3,F,Featherweight,M,KO/TKO,Punches to Body At Distance,1,4:30,http://ufcstats.com/fight-details/a27a355f52883f3e
6248,584,Marc Goddard,3521.0,2352.0,3521.0,3,F,Women's Flyweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/66eee2320e900a8a
6247,584,Mark Smith,3229.0,4000.0,4000.0,3,F,Lightweight,M,Submission,Guillotine Choke After Drop to Guard,1,1:48,http://ufcstats.com/fight-details/2c21abbc28e3876a
6246,584,Chris Tognoni,1432.0,2307.0,2307.0,3,F,Light Heavyweight,M,KO/TKO,Elbows to Head In Clinch,1,3:04,http://ufcstats.com/fight-details/81bb4d9b214adf4b
6245,583,Dan Miragliotta,310.0,3367.0,310.0,5,T,Welterweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/31b3ae9352d9389b
6244,583,Marc Goddard,1523.0,16.0,1523.0,5,T,Women's Strawweight,F,Decision,Split,5,5:00,http://ufcstats.com/fight-details/19722043e7eb4e39
6243,583,Todd Ronald Anderson,3122.0,263.0,263.0,3,F,Bantamweight,M,KO/TKO,"Kick to Head At Distance
      Front Kick",3,3:50,http://ufcstats.com/fight-details/c634ed84212723ca
6242,583,Keith Peterson,3622.0,1139.0,3622.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/a260238fdb9c47cf
6241,583,Mike Beltran,2902.0,3493.0,2902.0,3,F,Lightweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/999a0fad4c82148d
6240,583,Dan Miragliotta,1256.0,1708.0,1256.0,3,F,Middleweight,M,KO/TKO,Flying Knee Head,2,0:18,http://ufcstats.com/fight-details/385101e8ad828c39
6239,583,Marc Goddard,2467.0,2728.0,2728.0,3,F,Lightweight,M,KO/TKO,Punches to Head From Guard,1,2:25,http://ufcstats.com/fight-details/d69e3677060af4c7
6238,583,Todd Ronald Anderson,2618.0,3325.0,3325.0,3,F,Middleweight,M,KO/TKO,Punch to Head At Distance,1,4:27,http://ufcstats.com/fight-details/fa3b28ff3585b4a0
6237,583,Keith Peterson,742.0,2455.0,2455.0,3,F,Middleweight,M,KO/TKO,Elbows to Head From Crucifix,2,4:52,http://ufcstats.com/fight-details/095a351dd6f09f7e
6236,583,Mike Beltran,2865.0,127.0,2865.0,3,F,Welterweight,M,KO/TKO,Punch to Head At Distance,1,4:59,http://ufcstats.com/fight-details/733dcfec0cc9b439
6235,583,Dan Miragliotta,241.0,3854.0,3854.0,3,F,Heavyweight,M,KO/TKO,"Kick to Head At Distance
      Wheel Kick",2,2:23,http://ufcstats.com/fight-details/e25875165648162b
6234,583,Marc Goddard,2413.0,4030.0,2413.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/88cc78d2d5d6bcaa
6233,583,Todd Ronald Anderson,3886.0,584.0,3886.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/73d541adc2909dc8
6232,583,Mike Beltran,258.0,1372.0,1372.0,3,F,Flyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/8081cb92f71401c6
6231,582,Marc Goddard,3762.0,427.0,427.0,5,T,Light Heavyweight,M,Submission,Rear Naked Choke,2,3:02,http://ufcstats.com/fight-details/919fb76d2f3e5827
6230,582,Jason Herzog,68.0,857.0,68.0,5,T,Bantamweight,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/18edff5447989b3f
6229,582,Daniel Movahedi,1895.0,2512.0,1895.0,3,F,Lightweight,M,Submission,Kimura From Side Control,1,2:25,http://ufcstats.com/fight-details/5ad4c0eae7512878
6228,582,Marc Goddard,225.0,330.0,225.0,3,F,Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/13e3e41e0c6f4e04
6227,582,Jason Herzog,2029.0,3476.0,3476.0,3,F,Welterweight,M,Submission,Rear Naked Choke,1,3:16,http://ufcstats.com/fight-details/987cdcbc809e210d
6226,582,Marc Goddard,3964.0,1417.0,3964.0,3,F,Light Heavyweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/58b19ba734fe93a3
6225,582,Daniel Movahedi,1057.0,2410.0,1057.0,3,F,Women's Strawweight,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/d84968d7e9fcb4f3
6224,582,Marc Goddard,1108.0,341.0,341.0,3,F,Featherweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/41cdfea7df63003f
6223,582,Jason Herzog,3142.0,2181.0,3142.0,3,F,Middleweight,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/768c86e307295944
