fight_stat_id,fight_id,fighter_id,knockdowns,total_strikes_att,total_strikes_succ,sig_strikes_att,sig_strikes_succ,takedown_att,takedown_succ,submission_att,reversals,ctrl_time,fight_url
13935,6968,684.0,1.0,52.0,24.0,51.0,23.0,0.0,0.0,0.0,0.0,0:02,http://ufcstats.com/fight-details/d00d5ef4ae0ac01b
13934,6967,1958.0,0.0,123.0,57.0,118.0,53.0,5.0,4.0,0.0,0.0,0:46,http://ufcstats.com/fight-details/20c0f50c11509301
13933,6967,211.0,0.0,149.0,31.0,145.0,29.0,0.0,0.0,0.0,0.0,1:04,http://ufcstats.com/fight-details/20c0f50c11509301
13932,6966,161.0,0.0,158.0,86.0,76.0,36.0,10.0,6.0,0.0,0.0,11:12,http://ufcstats.com/fight-details/06d9fb9c995f1e4f
13931,6966,760.0,2.0,59.0,39.0,37.0,20.0,1.0,0.0,0.0,0.0,1:29,http://ufcstats.com/fight-details/06d9fb9c995f1e4f
13930,6965,2817.0,0.0,11.0,2.0,11.0,2.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/16628e25a043043a
13929,6965,2846.0,1.0,16.0,9.0,16.0,9.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/16628e25a043043a
13928,6964,80.0,0.0,22.0,7.0,21.0,7.0,3.0,0.0,0.0,0.0,0:08,http://ufcstats.com/fight-details/034cbbec91f67852
13927,6964,2416.0,1.0,23.0,10.0,21.0,9.0,0.0,0.0,0.0,0.0,1:17,http://ufcstats.com/fight-details/034cbbec91f67852
13926,6963,948.0,1.0,194.0,144.0,68.0,33.0,2.0,0.0,0.0,0.0,3:13,http://ufcstats.com/fight-details/01aa5949ac6851f3
13925,6963,3148.0,0.0,129.0,63.0,87.0,35.0,1.0,1.0,0.0,0.0,4:54,http://ufcstats.com/fight-details/01aa5949ac6851f3
13924,6962,309.0,0.0,133.0,79.0,29.0,7.0,12.0,2.0,0.0,0.0,12:03,http://ufcstats.com/fight-details/8beab5f941dae8e0
13923,6962,470.0,0.0,78.0,37.0,61.0,22.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/8beab5f941dae8e0
13922,6961,1850.0,0.0,165.0,35.0,132.0,15.0,5.0,2.0,2.0,0.0,4:20,http://ufcstats.com/fight-details/a941c4e25ddddfff
13921,6961,2794.0,0.0,84.0,30.0,79.0,27.0,0.0,0.0,0.0,0.0,0:17,http://ufcstats.com/fight-details/a941c4e25ddddfff
13920,6960,2559.0,0.0,143.0,96.0,81.0,45.0,7.0,3.0,0.0,0.0,4:09,http://ufcstats.com/fight-details/277233ca9ea25674
13919,6960,3306.0,1.0,200.0,92.0,134.0,41.0,1.0,1.0,0.0,1.0,1:00,http://ufcstats.com/fight-details/277233ca9ea25674
13918,6959,2532.0,0.0,264.0,149.0,262.0,147.0,0.0,0.0,0.0,0.0,0:03,http://ufcstats.com/fight-details/6049301b4deea035
13917,6959,4028.0,0.0,229.0,80.0,225.0,76.0,0.0,0.0,0.0,0.0,0:42,http://ufcstats.com/fight-details/6049301b4deea035
13916,6958,3863.0,1.0,33.0,21.0,33.0,21.0,0.0,0.0,0.0,0.0,0:02,http://ufcstats.com/fight-details/83c81018bb3aeebf
13915,6958,1139.0,0.0,43.0,20.0,42.0,19.0,2.0,0.0,0.0,0.0,0:39,http://ufcstats.com/fight-details/83c81018bb3aeebf
13914,6957,2413.0,0.0,167.0,96.0,131.0,64.0,6.0,1.0,0.0,0.0,3:06,http://ufcstats.com/fight-details/792f139c2b9fd294
13913,6957,1548.0,1.0,130.0,70.0,127.0,67.0,5.0,1.0,0.0,0.0,0:16,http://ufcstats.com/fight-details/792f139c2b9fd294
13912,6956,3716.0,0.0,16.0,5.0,16.0,5.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/995e79b951da945b
13911,6956,3324.0,0.0,40.0,30.0,40.0,30.0,1.0,1.0,0.0,0.0,0:17,http://ufcstats.com/fight-details/995e79b951da945b
13910,6955,1571.0,1.0,188.0,74.0,174.0,60.0,1.0,0.0,0.0,0.0,2:54,http://ufcstats.com/fight-details/d856812dc733690a
13909,6955,2685.0,0.0,135.0,79.0,133.0,77.0,0.0,0.0,0.0,0.0,0:06,http://ufcstats.com/fight-details/d856812dc733690a
13908,6954,2702.0,0.0,252.0,63.0,252.0,63.0,3.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/bdbddbc00d07dc4b
13907,6954,2869.0,0.0,289.0,143.0,287.0,141.0,1.0,0.0,0.0,0.0,0:20,http://ufcstats.com/fight-details/bdbddbc00d07dc4b
13906,6953,4037.0,1.0,123.0,77.0,110.0,64.0,1.0,1.0,1.0,0.0,1:42,http://ufcstats.com/fight-details/b01e6e97d66681c5
13905,6953,3652.0,0.0,94.0,49.0,91.0,46.0,2.0,1.0,0.0,1.0,0:39,http://ufcstats.com/fight-details/b01e6e97d66681c5
13904,6952,927.0,1.0,22.0,13.0,22.0,13.0,0.0,0.0,0.0,0.0,0:07,http://ufcstats.com/fight-details/bbde45b2c766bb67
13903,6952,1478.0,0.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/bbde45b2c766bb67
13902,6951,3337.0,3.0,189.0,114.0,175.0,100.0,0.0,0.0,0.0,0.0,3:18,http://ufcstats.com/fight-details/50e675146cda6e7c
13901,6951,2582.0,0.0,141.0,71.0,117.0,54.0,1.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/50e675146cda6e7c
13900,6950,1001.0,0.0,62.0,46.0,39.0,26.0,3.0,2.0,1.0,0.0,6:23,http://ufcstats.com/fight-details/68c1b833ed8849a3
13899,6950,975.0,0.0,47.0,25.0,33.0,12.0,1.0,1.0,0.0,0.0,0:54,http://ufcstats.com/fight-details/68c1b833ed8849a3
13898,6949,287.0,0.0,91.0,51.0,91.0,51.0,3.0,0.0,0.0,0.0,0:06,http://ufcstats.com/fight-details/cef255a992ba7af3
13897,6949,23.0,1.0,225.0,84.0,207.0,78.0,1.0,0.0,0.0,0.0,1:44,http://ufcstats.com/fight-details/cef255a992ba7af3
13896,6948,3688.0,0.0,50.0,43.0,22.0,15.0,1.0,0.0,0.0,0.0,1:19,http://ufcstats.com/fight-details/5de3a1bbcf705b58
13895,6948,2806.0,1.0,133.0,94.0,93.0,54.0,3.0,3.0,0.0,0.0,3:53,http://ufcstats.com/fight-details/5de3a1bbcf705b58
13894,6947,1216.0,0.0,104.0,79.0,39.0,17.0,5.0,3.0,1.0,0.0,6:01,http://ufcstats.com/fight-details/119559fd8124fee3
13893,6947,3734.0,0.0,135.0,69.0,127.0,63.0,0.0,0.0,0.0,1.0,1:36,http://ufcstats.com/fight-details/119559fd8124fee3
13892,6946,3114.0,0.0,153.0,90.0,114.0,56.0,1.0,0.0,0.0,1.0,0:29,http://ufcstats.com/fight-details/8b2b2562884821a7
13891,6946,1153.0,0.0,138.0,74.0,98.0,39.0,7.0,2.0,0.0,0.0,7:29,http://ufcstats.com/fight-details/8b2b2562884821a7
13890,6945,1256.0,0.0,85.0,49.0,85.0,49.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/fe143cb868adfded
13889,6945,4089.0,1.0,96.0,41.0,96.0,41.0,0.0,0.0,0.0,0.0,0:03,http://ufcstats.com/fight-details/fe143cb868adfded
13888,6944,3616.0,0.0,135.0,72.0,99.0,42.0,6.0,4.0,0.0,0.0,5:41,http://ufcstats.com/fight-details/71ea7d7985dad804
13887,6944,1819.0,0.0,130.0,77.0,91.0,39.0,0.0,0.0,0.0,0.0,0:05,http://ufcstats.com/fight-details/71ea7d7985dad804
13886,6943,2961.0,1.0,75.0,33.0,75.0,33.0,1.0,0.0,0.0,0.0,0:04,http://ufcstats.com/fight-details/678d27af287476f8
13885,6943,65.0,0.0,54.0,25.0,54.0,25.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/678d27af287476f8
13884,6942,2534.0,1.0,198.0,67.0,197.0,66.0,0.0,0.0,0.0,0.0,0:03,http://ufcstats.com/fight-details/3165b03ddc6d3b6e
13883,6942,1183.0,0.0,104.0,44.0,104.0,44.0,0.0,0.0,0.0,0.0,0:07,http://ufcstats.com/fight-details/3165b03ddc6d3b6e
13882,6941,946.0,0.0,19.0,2.0,19.0,2.0,16.0,3.0,1.0,0.0,4:50,http://ufcstats.com/fight-details/2cb34fc074f7a9ae
13881,6941,974.0,0.0,115.0,83.0,52.0,29.0,1.0,1.0,0.0,0.0,7:30,http://ufcstats.com/fight-details/2cb34fc074f7a9ae
13880,6940,3325.0,0.0,216.0,80.0,201.0,70.0,0.0,0.0,0.0,0.0,0:01,http://ufcstats.com/fight-details/bbc76ff9e1b1b142
13879,6940,2861.0,0.0,195.0,88.0,188.0,83.0,3.0,0.0,0.0,0.0,1:21,http://ufcstats.com/fight-details/bbc76ff9e1b1b142
13878,6939,179.0,0.0,199.0,70.0,188.0,61.0,2.0,1.0,0.0,0.0,1:01,http://ufcstats.com/fight-details/95349402616097cd
13877,6939,1195.0,0.0,132.0,48.0,122.0,44.0,5.0,0.0,0.0,0.0,1:25,http://ufcstats.com/fight-details/95349402616097cd
13876,6938,1741.0,0.0,21.0,10.0,21.0,10.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/28e3d939eb043664
13875,6938,1144.0,0.0,24.0,14.0,24.0,14.0,0.0,0.0,0.0,0.0,0:16,http://ufcstats.com/fight-details/28e3d939eb043664
13874,6937,3584.0,0.0,338.0,107.0,333.0,104.0,2.0,1.0,0.0,0.0,1:15,http://ufcstats.com/fight-details/780147f2ed2637d1
13873,6937,2814.0,0.0,188.0,93.0,180.0,87.0,2.0,0.0,0.0,0.0,0:01,http://ufcstats.com/fight-details/780147f2ed2637d1
13872,6936,3884.0,0.0,200.0,99.0,200.0,99.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/d7022b6058dbb26b
13871,6936,1415.0,0.0,109.0,42.0,109.0,42.0,1.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/d7022b6058dbb26b
13870,6935,1442.0,1.0,63.0,31.0,35.0,18.0,2.0,1.0,0.0,0.0,3:34,http://ufcstats.com/fight-details/0810cdbeb9dd4d02
13869,6935,2871.0,1.0,77.0,50.0,40.0,17.0,0.0,0.0,0.0,0.0,0:15,http://ufcstats.com/fight-details/0810cdbeb9dd4d02
13868,6934,3988.0,0.0,109.0,52.0,52.0,12.0,10.0,2.0,3.0,0.0,3:42,http://ufcstats.com/fight-details/355a2f4090c0ca31
13867,6934,2479.0,0.0,176.0,107.0,104.0,46.0,1.0,1.0,0.0,1.0,7:02,http://ufcstats.com/fight-details/355a2f4090c0ca31
13866,6933,263.0,0.0,177.0,73.0,158.0,58.0,1.0,0.0,1.0,0.0,0:09,http://ufcstats.com/fight-details/33fa6793a7f984ac
13865,6933,857.0,0.0,378.0,187.0,280.0,128.0,12.0,3.0,0.0,0.0,7:08,http://ufcstats.com/fight-details/33fa6793a7f984ac
13864,6932,2529.0,0.0,163.0,105.0,63.0,32.0,6.0,4.0,0.0,0.0,9:49,http://ufcstats.com/fight-details/1c2d0db1c9eed052
13863,6932,828.0,0.0,185.0,120.0,46.0,21.0,0.0,0.0,0.0,0.0,1:19,http://ufcstats.com/fight-details/1c2d0db1c9eed052
13862,6931,2121.0,0.0,160.0,68.0,153.0,64.0,2.0,1.0,1.0,0.0,0:24,http://ufcstats.com/fight-details/bce8ece2ff26b4d4
13861,6931,2007.0,0.0,148.0,50.0,146.0,48.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/bce8ece2ff26b4d4
13860,6930,2068.0,0.0,125.0,57.0,103.0,39.0,5.0,5.0,0.0,0.0,5:20,http://ufcstats.com/fight-details/9433730f95d52fc8
13859,6930,3866.0,0.0,158.0,66.0,127.0,48.0,2.0,2.0,0.0,1.0,0:45,http://ufcstats.com/fight-details/9433730f95d52fc8
13858,6929,1463.0,0.0,104.0,44.0,99.0,40.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/2f382615155e32b9
13857,6929,3142.0,0.0,159.0,68.0,123.0,45.0,3.0,2.0,0.0,0.0,4:02,http://ufcstats.com/fight-details/2f382615155e32b9
13856,6928,1198.0,1.0,66.0,41.0,45.0,24.0,2.0,1.0,2.0,0.0,2:20,http://ufcstats.com/fight-details/c6cc6ae23cbf8a27
13855,6928,1950.0,0.0,84.0,33.0,78.0,28.0,4.0,0.0,0.0,0.0,1:27,http://ufcstats.com/fight-details/c6cc6ae23cbf8a27
13854,6927,1232.0,0.0,102.0,27.0,101.0,26.0,4.0,0.0,0.0,0.0,0:31,http://ufcstats.com/fight-details/b9e037a45f8850fb
13853,6927,4042.0,1.0,159.0,86.0,158.0,85.0,0.0,0.0,0.0,0.0,0:55,http://ufcstats.com/fight-details/b9e037a45f8850fb
13852,6926,2834.0,0.0,129.0,71.0,108.0,55.0,1.0,0.0,0.0,2.0,4:14,http://ufcstats.com/fight-details/07e39fd5f4f23270
13851,6926,1308.0,0.0,130.0,62.0,95.0,42.0,11.0,3.0,3.0,1.0,5:16,http://ufcstats.com/fight-details/07e39fd5f4f23270
13850,6925,258.0,0.0,164.0,98.0,144.0,83.0,0.0,0.0,1.0,0.0,2:54,http://ufcstats.com/fight-details/16bd47ba50891833
13849,6925,2137.0,2.0,120.0,51.0,117.0,48.0,2.0,1.0,2.0,0.0,0:40,http://ufcstats.com/fight-details/16bd47ba50891833
13848,6924,4011.0,0.0,171.0,109.0,118.0,62.0,22.0,3.0,0.0,0.0,5:04,http://ufcstats.com/fight-details/6f6fec9c78244174
13847,6924,876.0,0.0,168.0,83.0,130.0,47.0,6.0,1.0,0.0,0.0,0:21,http://ufcstats.com/fight-details/6f6fec9c78244174
13846,6923,3117.0,0.0,164.0,123.0,161.0,120.0,1.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/c483ac06b1e33c3b
13845,6923,310.0,0.0,232.0,113.0,205.0,87.0,15.0,4.0,0.0,0.0,5:03,http://ufcstats.com/fight-details/c483ac06b1e33c3b
13844,6922,2902.0,0.0,174.0,106.0,171.0,103.0,3.0,1.0,0.0,0.0,0:05,http://ufcstats.com/fight-details/90a83875e1d11238
13843,6922,2976.0,0.0,169.0,97.0,169.0,97.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/90a83875e1d11238
13842,6921,1496.0,0.0,21.0,20.0,11.0,10.0,2.0,1.0,1.0,0.0,3:13,http://ufcstats.com/fight-details/019b4d006800504b
13841,6921,3865.0,0.0,23.0,18.0,12.0,7.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/019b4d006800504b
13840,6920,1900.0,0.0,355.0,151.0,349.0,145.0,4.0,0.0,0.0,0.0,1:23,http://ufcstats.com/fight-details/dd9cbf6d6284de26
13839,6920,1423.0,0.0,264.0,137.0,264.0,137.0,1.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/dd9cbf6d6284de26
13838,6919,255.0,0.0,218.0,106.0,218.0,106.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/5e9c027fb24efc2b
13837,6919,3193.0,0.0,192.0,71.0,192.0,71.0,1.0,0.0,0.0,0.0,0:14,http://ufcstats.com/fight-details/5e9c027fb24efc2b
13836,6918,715.0,0.0,64.0,45.0,46.0,28.0,1.0,1.0,1.0,0.0,2:15,http://ufcstats.com/fight-details/13f5be7a2ea5577e
13835,6918,3989.0,0.0,28.0,14.0,24.0,10.0,3.0,1.0,0.0,0.0,3:31,http://ufcstats.com/fight-details/13f5be7a2ea5577e
13834,6917,3147.0,0.0,92.0,62.0,83.0,53.0,14.0,5.0,0.0,0.0,6:31,http://ufcstats.com/fight-details/cdaf65287d9a0ecb
13833,6917,1612.0,0.0,86.0,53.0,80.0,47.0,0.0,0.0,0.0,1.0,0:02,http://ufcstats.com/fight-details/cdaf65287d9a0ecb
13832,6916,1295.0,0.0,7.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/9f8cf5ac0807d64e
13831,6916,3927.0,0.0,20.0,15.0,20.0,15.0,1.0,1.0,0.0,0.0,0:07,http://ufcstats.com/fight-details/9f8cf5ac0807d64e
13830,6915,1642.0,0.0,104.0,79.0,30.0,16.0,8.0,4.0,2.0,0.0,8:15,http://ufcstats.com/fight-details/f40ac11da3bd7f8e
13829,6915,2992.0,0.0,87.0,54.0,37.0,9.0,0.0,0.0,2.0,1.0,0:50,http://ufcstats.com/fight-details/f40ac11da3bd7f8e
13828,6914,1552.0,0.0,183.0,115.0,161.0,93.0,2.0,1.0,0.0,0.0,2:18,http://ufcstats.com/fight-details/533984c3ff4b4858
13827,6914,823.0,0.0,141.0,87.0,122.0,69.0,11.0,5.0,0.0,0.0,4:00,http://ufcstats.com/fight-details/533984c3ff4b4858
13826,6913,3146.0,0.0,19.0,14.0,14.0,9.0,0.0,0.0,0.0,0.0,0:38,http://ufcstats.com/fight-details/38094db8e3539cba
13825,6913,389.0,0.0,8.0,6.0,6.0,4.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/38094db8e3539cba
13824,6912,2680.0,1.0,24.0,13.0,21.0,10.0,0.0,0.0,0.0,0.0,0:04,http://ufcstats.com/fight-details/6068385c48de6801
13823,6912,2771.0,0.0,15.0,3.0,15.0,3.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/6068385c48de6801
13822,6911,103.0,0.0,278.0,177.0,228.0,131.0,4.0,2.0,0.0,0.0,1:50,http://ufcstats.com/fight-details/8a3e7085e8e5a6e9
13821,6911,3538.0,0.0,222.0,123.0,199.0,100.0,0.0,0.0,0.0,0.0,0:42,http://ufcstats.com/fight-details/8a3e7085e8e5a6e9
13820,6910,1687.0,0.0,98.0,49.0,79.0,30.0,3.0,0.0,3.0,0.0,1:19,http://ufcstats.com/fight-details/53d6d5ad08ac0694
13819,6910,2644.0,0.0,95.0,78.0,77.0,62.0,4.0,4.0,0.0,0.0,7:36,http://ufcstats.com/fight-details/53d6d5ad08ac0694
13818,6909,68.0,0.0,155.0,87.0,143.0,75.0,5.0,1.0,0.0,0.0,1:50,http://ufcstats.com/fight-details/0ccd2593c88209e4
13817,6909,3136.0,0.0,401.0,202.0,338.0,147.0,49.0,11.0,0.0,0.0,6:53,http://ufcstats.com/fight-details/0ccd2593c88209e4
13816,6908,225.0,0.0,35.0,27.0,15.0,12.0,0.0,0.0,0.0,0.0,1:03,http://ufcstats.com/fight-details/3b561a154aa2bbb2
13815,6908,962.0,0.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0:38,http://ufcstats.com/fight-details/3b561a154aa2bbb2
13814,6907,2163.0,0.0,31.0,24.0,12.0,7.0,2.0,2.0,2.0,2.0,2:39,http://ufcstats.com/fight-details/d6945828f5fa7492
13813,6907,579.0,0.0,11.0,5.0,11.0,5.0,2.0,1.0,1.0,2.0,0:32,http://ufcstats.com/fight-details/d6945828f5fa7492
13812,6906,1435.0,0.0,134.0,101.0,78.0,47.0,9.0,3.0,2.0,0.0,4:21,http://ufcstats.com/fight-details/b9539d5e379b3edc
13811,6906,1836.0,0.0,96.0,78.0,55.0,38.0,1.0,0.0,1.0,0.0,6:09,http://ufcstats.com/fight-details/b9539d5e379b3edc
13810,6905,3829.0,0.0,6.0,5.0,4.0,3.0,4.0,3.0,1.0,0.0,2:36,http://ufcstats.com/fight-details/2c58a97f2fe6c985
13809,6905,3563.0,0.0,8.0,5.0,5.0,2.0,1.0,1.0,0.0,0.0,0:16,http://ufcstats.com/fight-details/2c58a97f2fe6c985
13808,6904,1231.0,0.0,104.0,60.0,82.0,39.0,9.0,7.0,1.0,4.0,6:13,http://ufcstats.com/fight-details/8d5b88e0ff253617
13807,6904,335.0,0.0,95.0,69.0,56.0,33.0,15.0,5.0,0.0,1.0,4:40,http://ufcstats.com/fight-details/8d5b88e0ff253617
13806,6903,124.0,1.0,168.0,120.0,58.0,38.0,13.0,8.0,0.0,0.0,10:13,http://ufcstats.com/fight-details/e9c6bac0d1a5ec0f
13805,6903,3639.0,0.0,72.0,49.0,46.0,26.0,1.0,0.0,0.0,0.0,0:29,http://ufcstats.com/fight-details/e9c6bac0d1a5ec0f
13804,6902,3915.0,0.0,85.0,67.0,58.0,42.0,12.0,5.0,0.0,0.0,4:17,http://ufcstats.com/fight-details/804c350ce714770f
13803,6902,2737.0,1.0,154.0,80.0,138.0,65.0,0.0,0.0,1.0,0.0,0:52,http://ufcstats.com/fight-details/804c350ce714770f
13802,6901,3149.0,0.0,47.0,23.0,44.0,20.0,1.0,0.0,0.0,1.0,0:07,http://ufcstats.com/fight-details/3cf3771274a4f8b1
13801,6901,2929.0,0.0,78.0,48.0,61.0,33.0,2.0,2.0,2.0,1.0,4:27,http://ufcstats.com/fight-details/3cf3771274a4f8b1
13800,6900,2585.0,0.0,281.0,190.0,244.0,154.0,0.0,0.0,2.0,1.0,1:20,http://ufcstats.com/fight-details/c4e4954beb59eca6
13799,6900,2734.0,0.0,169.0,90.0,154.0,75.0,17.0,3.0,0.0,0.0,3:22,http://ufcstats.com/fight-details/c4e4954beb59eca6
13798,6899,2004.0,0.0,216.0,113.0,204.0,101.0,2.0,2.0,0.0,0.0,0:19,http://ufcstats.com/fight-details/8e5ce3308c0e2046
13797,6899,4049.0,0.0,106.0,56.0,99.0,49.0,12.0,0.0,0.0,0.0,1:16,http://ufcstats.com/fight-details/8e5ce3308c0e2046
13796,6898,1524.0,0.0,38.0,12.0,38.0,12.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/c3af2b6ab1262fef
13795,6898,684.0,1.0,50.0,27.0,45.0,23.0,1.0,0.0,1.0,0.0,0:53,http://ufcstats.com/fight-details/c3af2b6ab1262fef
13794,6897,2632.0,0.0,194.0,140.0,110.0,63.0,12.0,5.0,0.0,0.0,9:38,http://ufcstats.com/fight-details/ccb5e29cd0347110
13793,6897,2778.0,0.0,126.0,93.0,84.0,51.0,0.0,0.0,0.0,0.0,0:02,http://ufcstats.com/fight-details/ccb5e29cd0347110
13792,6896,2349.0,0.0,14.0,8.0,10.0,5.0,2.0,2.0,1.0,0.0,0:57,http://ufcstats.com/fight-details/636fd144716a3084
13791,6896,2881.0,0.0,9.0,7.0,8.0,6.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/636fd144716a3084
13790,6895,730.0,0.0,228.0,167.0,145.0,87.0,6.0,4.0,0.0,0.0,5:24,http://ufcstats.com/fight-details/a69afe4a88c0ca12
13789,6895,2735.0,0.0,308.0,182.0,181.0,59.0,2.0,0.0,1.0,0.0,1:22,http://ufcstats.com/fight-details/a69afe4a88c0ca12
13788,6894,1503.0,0.0,145.0,69.0,145.0,69.0,0.0,0.0,0.0,0.0,1:12,http://ufcstats.com/fight-details/22fc6b3f4e48cfa3
13787,6894,1121.0,0.0,186.0,120.0,179.0,113.0,4.0,0.0,1.0,0.0,3:43,http://ufcstats.com/fight-details/22fc6b3f4e48cfa3
13786,6893,2884.0,0.0,109.0,89.0,42.0,29.0,12.0,4.0,0.0,0.0,6:52,http://ufcstats.com/fight-details/d6d034e98ce85246
13785,6893,332.0,1.0,119.0,62.0,97.0,40.0,1.0,0.0,0.0,0.0,0:32,http://ufcstats.com/fight-details/d6d034e98ce85246
13784,6892,1480.0,0.0,6.0,3.0,4.0,1.0,4.0,1.0,2.0,0.0,2:30,http://ufcstats.com/fight-details/2b9daf452ab40b9b
13783,6892,1207.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/2b9daf452ab40b9b
13782,6891,2877.0,0.0,40.0,33.0,33.0,26.0,3.0,2.0,0.0,0.0,2:32,http://ufcstats.com/fight-details/ec490d4224d3bc78
13781,6891,2335.0,0.0,79.0,30.0,69.0,20.0,2.0,1.0,1.0,0.0,1:39,http://ufcstats.com/fight-details/ec490d4224d3bc78
13780,6890,3643.0,0.0,90.0,43.0,84.0,37.0,2.0,1.0,1.0,1.0,2:30,http://ufcstats.com/fight-details/c2fc4c1e0c769655
13779,6890,3163.0,1.0,132.0,84.0,115.0,71.0,2.0,1.0,1.0,0.0,1:25,http://ufcstats.com/fight-details/c2fc4c1e0c769655
13778,6889,3950.0,0.0,162.0,86.0,115.0,46.0,0.0,0.0,2.0,0.0,0:00,http://ufcstats.com/fight-details/009feda296ae589c
13777,6889,1057.0,0.0,320.0,205.0,183.0,98.0,2.0,2.0,0.0,0.0,8:20,http://ufcstats.com/fight-details/009feda296ae589c
13776,6888,1858.0,0.0,172.0,83.0,171.0,82.0,1.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/c29e2c49e1e417c8
13775,6888,3846.0,0.0,246.0,127.0,222.0,109.0,0.0,0.0,0.0,0.0,1:29,http://ufcstats.com/fight-details/c29e2c49e1e417c8
13774,6887,2865.0,1.0,231.0,127.0,231.0,127.0,0.0,0.0,0.0,0.0,0:05,http://ufcstats.com/fight-details/ed9f8f702585ed44
13773,6887,607.0,1.0,120.0,61.0,110.0,55.0,3.0,2.0,0.0,0.0,0:44,http://ufcstats.com/fight-details/ed9f8f702585ed44
13772,6886,1833.0,0.0,160.0,63.0,148.0,60.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/0eb16f1307f66a11
13771,6886,909.0,1.0,272.0,146.0,240.0,117.0,1.0,1.0,0.0,0.0,4:07,http://ufcstats.com/fight-details/0eb16f1307f66a11
13770,6885,1266.0,0.0,44.0,19.0,25.0,6.0,1.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/c3b9b97467f828d1
13769,6885,1049.0,0.0,109.0,81.0,54.0,36.0,5.0,4.0,1.0,0.0,5:14,http://ufcstats.com/fight-details/c3b9b97467f828d1
13768,6884,3756.0,0.0,164.0,91.0,117.0,46.0,6.0,1.0,1.0,1.0,2:38,http://ufcstats.com/fight-details/cd20dac4daa4f93a
13767,6884,3837.0,0.0,115.0,76.0,96.0,58.0,6.0,3.0,0.0,0.0,5:28,http://ufcstats.com/fight-details/cd20dac4daa4f93a
13766,6883,1052.0,1.0,162.0,98.0,129.0,66.0,1.0,0.0,1.0,1.0,0:31,http://ufcstats.com/fight-details/ee2354d638c078fd
13765,6883,1126.0,0.0,117.0,67.0,85.0,40.0,21.0,11.0,0.0,0.0,7:39,http://ufcstats.com/fight-details/ee2354d638c078fd
13764,6882,1570.0,0.0,114.0,45.0,112.0,43.0,3.0,0.0,0.0,0.0,0:15,http://ufcstats.com/fight-details/2ba11e0bf32829d6
13763,6882,4027.0,0.0,129.0,64.0,102.0,42.0,1.0,1.0,2.0,0.0,4:12,http://ufcstats.com/fight-details/2ba11e0bf32829d6
13762,6881,895.0,0.0,173.0,107.0,95.0,53.0,2.0,1.0,0.0,0.0,8:51,http://ufcstats.com/fight-details/d6357dab7ccdf2db
13761,6881,1799.0,0.0,121.0,77.0,62.0,29.0,1.0,0.0,0.0,0.0,2:46,http://ufcstats.com/fight-details/d6357dab7ccdf2db
13760,6880,505.0,0.0,43.0,37.0,13.0,10.0,6.0,2.0,1.0,0.0,5:45,http://ufcstats.com/fight-details/5737084215c45792
13759,6880,3271.0,0.0,46.0,36.0,11.0,5.0,0.0,0.0,0.0,0.0,0:37,http://ufcstats.com/fight-details/5737084215c45792
13758,6879,1884.0,0.0,28.0,20.0,17.0,9.0,1.0,1.0,1.0,0.0,1:36,http://ufcstats.com/fight-details/00a94d5fc7ce55cf
13757,6879,2128.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0:00,http://ufcstats.com/fight-details/00a94d5fc7ce55cf
