fighter_id,fighter_f_name,fighter_l_name,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url
2892,Tom,Gallicchio,Da Tank,177.8,170.0,,Southpaw,1986-09-23,19,10,0,,http://ufcstats.com/fighter-details/cc81c92fe2254935
2891,Turrell,Galloway,,160.02,145.0,,,,8,6,0,,http://ufcstats.com/fighter-details/7e654edcddd71550
2890,Eric,Galvan,,,155.0,,,,0,0,0,,http://ufcstats.com/fighter-details/ad3fdba28a7540cf
2889,Andre,Galvao,,170.18,168.0,,Orthodox,1982-09-29,5,2,0,,http://ufcstats.com/fighter-details/45fe6765c56d8018
2888,Marcos,Galvao,Loro,170.18,135.0,,Orthodox,1981-06-23,18,8,1,,http://ufcstats.com/fighter-details/e15d0a2519d6a0b5
2887,Lucas,Gamaza,,,170.0,,,,8,4,0,,http://ufcstats.com/fighter-details/289a3b69b85da7cd
2886,Joey,Gambino,The Raging Warrior,170.18,145.0,,Orthodox,1988-10-26,9,2,0,,http://ufcstats.com/fighter-details/10559c53de0b950e
2885,Manvel,Gamburyan,The Anvil,165.1,135.0,170.18,Orthodox,1981-05-08,15,10,0,1.0,http://ufcstats.com/fighter-details/cc6f9d1e89f3449a
2884,Mateusz,Gamrot,Gamer,177.8,155.0,177.8,Southpaw,1990-12-11,23,2,0,1.0,http://ufcstats.com/fighter-details/72db2a14ffa73ece
2883,Shamil,Gamzatov,,187.96,205.0,193.04,Orthodox,1990-08-09,14,1,0,,http://ufcstats.com/fighter-details/0d980975001ae3d8
2882,Ariel,Gandulla,,180.34,205.0,,Orthodox,1968-05-07,7,9,0,1.0,http://ufcstats.com/fighter-details/41904fc4d3f5bffc
2881,Ciryl,Gane,Bon Gamin,193.04,245.0,205.74,Orthodox,1990-04-12,12,2,0,,http://ufcstats.com/fighter-details/787bb1f087ccff8a
2880,Sean,Gannon,The Cannon,190.5,265.0,,Southpaw,,2,1,0,,http://ufcstats.com/fighter-details/6d7886b094b471ac
2879,Junye,Gao,,,125.0,,,,19,12,0,,http://ufcstats.com/fighter-details/8b27d25ce0221d60
2878,Eduardo,Garagorri,,175.26,145.0,177.8,Orthodox,1989-05-28,13,2,0,,http://ufcstats.com/fighter-details/7bde387d50829adf
2877,Cody,Garbrandt,No Love,172.72,135.0,165.1,Orthodox,1991-07-07,13,5,0,,http://ufcstats.com/fighter-details/d8c7c61b176e3994
2876,Leonard,Garcia,Bad Boy,177.8,145.0,172.72,Orthodox,1979-07-14,18,13,1,,http://ufcstats.com/fighter-details/917e53fa0adea0d3
2875,Edgar,Garcia,,177.8,170.0,180.34,Orthodox,1984-02-22,14,5,0,,http://ufcstats.com/fighter-details/8d49545dadf9b919
2874,Alejandro,Garcia,Alex,170.18,145.0,,,,14,10,0,1.0,http://ufcstats.com/fighter-details/e5dc36e0aba7e9da
2873,Alex,Garcia,The Dominican Nightmare,175.26,170.0,182.88,Orthodox,1987-07-14,15,6,0,,http://ufcstats.com/fighter-details/a2b12c3f3d60ff69
2872,Nick,Garcia,Nitro,162.56,125.0,,,,8,3,0,1.0,http://ufcstats.com/fighter-details/8a04d94dfcfab159
2871,Steve,Garcia,Mean Machine,182.88,145.0,190.5,Southpaw,1992-05-22,14,5,0,,http://ufcstats.com/fighter-details/97cf1a2c7c5e7889
2870,Elias,Garcia,,165.1,125.0,170.18,Southpaw,1992-09-13,6,2,0,,http://ufcstats.com/fighter-details/ac5a7400da3a9a41
2869,Rafa,Garcia,Gifted,170.18,155.0,177.8,Orthodox,1994-08-05,16,3,0,,http://ufcstats.com/fighter-details/e132d47bd9efbbe0
2868,Fernie,Garcia,,170.18,135.0,170.18,Orthodox,1992-04-12,10,4,0,,http://ufcstats.com/fighter-details/9e92e1ca498d7244
2867,Rulon,Gardner,,190.5,265.0,,Orthodox,1971-08-16,1,0,0,,http://ufcstats.com/fighter-details/4f7e290e71d60f87
2866,David,Gardner,,180.34,155.0,,Orthodox,1977-05-17,18,21,0,,http://ufcstats.com/fighter-details/70167689d6a01793
2865,Ian,Garry,The Future,190.5,170.0,187.96,Orthodox,1997-11-17,13,0,0,,http://ufcstats.com/fighter-details/442c9011034ae1fd
2864,Pablo,Garza,The Scarecrow,185.42,145.0,185.42,Orthodox,1983-09-16,12,4,0,,http://ufcstats.com/fighter-details/8e5bfd4e82352340
2863,Azamat,Gashimov,,167.64,125.0,,Orthodox,1990-04-07,8,3,0,,http://ufcstats.com/fighter-details/a1b0715c4fd2dbd3
2862,Brian,Gassaway,,185.42,170.0,,Orthodox,1972-08-07,29,20,2,1.0,http://ufcstats.com/fighter-details/e4770d5ed44a3970
2861,Kelvin,Gastelum,,175.26,170.0,180.34,Southpaw,1991-10-24,18,8,0,1.0,http://ufcstats.com/fighter-details/8c0580d4fff106c1
2860,Willie,Gates,,172.72,125.0,182.88,Orthodox,1987-01-21,12,7,0,,http://ufcstats.com/fighter-details/6ded9184b2284645
2859,Melissa,Gatto,,165.1,125.0,175.26,Orthodox,1996-05-02,8,2,2,,http://ufcstats.com/fighter-details/a4a80dd7336ffd59
2858,Louis,Gaudinot,Goodnight,160.02,125.0,160.02,Orthodox,1984-08-28,8,4,0,1.0,http://ufcstats.com/fighter-details/b72a60a0cadff408
2857,Manuel,Gaxhja,,172.72,155.0,,Switch,1997-07-23,7,0,0,,http://ufcstats.com/fighter-details/618643d0d5c0631d
2856,Shamil,Gaziev,,193.04,265.0,198.12,Orthodox,1990-02-10,11,0,0,,http://ufcstats.com/fighter-details/6747ccd6d1acd266
2855,Charlene,Gellner,Princess,157.48000000000002,125.0,,,,0,4,0,,http://ufcstats.com/fighter-details/effd0b70e6749ab2
2854,Chad,George,Savage,167.64,135.0,172.72,Southpaw,1982-04-30,16,8,0,,http://ufcstats.com/fighter-details/14e797332ea32cdb
2853,Paul,Georgieff,,187.96,170.0,,Orthodox,1982-09-22,6,2,0,,http://ufcstats.com/fighter-details/2f1700b3a4a09bc7
2852,Brian,Geraghty,Duke,170.18,155.0,,Orthodox,1980-11-04,26,18,1,,http://ufcstats.com/fighter-details/15edcf67ccf5be84
2851,Derek,Getzel,The Pretzel,182.88,155.0,,,,8,5,0,,http://ufcstats.com/fighter-details/42883268854b78be
2850,Karine,Gevorgyan,The Princess,162.56,125.0,160.02,,1989-03-09,3,3,0,,http://ufcstats.com/fighter-details/2db0c114414d4f06
2849,Yanis,Ghemmouri,The Desert Warrior,175.26,145.0,175.26,Orthodox,1995-01-24,12,2,0,,http://ufcstats.com/fighter-details/eb70e786bbdf1d16
2848,Darrel,Gholar,,172.72,194.0,,Orthodox,,5,6,0,,http://ufcstats.com/fighter-details/a24e080000fa7a35
2847,Tiki,Ghosn,,177.8,170.0,,Orthodox,1977-02-09,10,7,1,,http://ufcstats.com/fighter-details/cb6783c39c01d896
2846,Christos,Giagos,The Spartan,177.8,155.0,180.34,Orthodox,1990-01-23,20,11,0,,http://ufcstats.com/fighter-details/de45aaae23dfa392
2845,Joe,Giannetti,,182.88,155.0,187.96,Southpaw,1995-07-05,6,1,0,,http://ufcstats.com/fighter-details/946db8a378903cc3
2844,Nick,Gibbons,,177.8,155.0,,,,2,1,0,,http://ufcstats.com/fighter-details/96a221341035b701
2843,James,Giboo,,180.34,170.0,,Orthodox,1978-01-06,13,5,0,,http://ufcstats.com/fighter-details/f74e037b97917027
2842,Lance,Gibson,Fearless,175.26,185.0,,Orthodox,1970-11-20,4,5,0,,http://ufcstats.com/fighter-details/63eedfcc73071d41
2841,Lee,Gibson,Lethal,170.18,155.0,,,,12,4,0,,http://ufcstats.com/fighter-details/69db199087a1a792
2840,Cody,Gibson,The Renegade,177.8,135.0,180.34,Orthodox,1987-09-11,20,9,0,,http://ufcstats.com/fighter-details/700a674c042b7a96
2839,Chase,Gibson,El Guero,177.8,155.0,182.88,Orthodox,1990-02-07,9,5,0,,http://ufcstats.com/fighter-details/09439946214993bc
2838,Kenny,Giddens,,180.34,155.0,,,,12,7,0,,http://ufcstats.com/fighter-details/db8b800176d26f6e
2837,Thomas,Gifford,The Young Lion,185.42,155.0,190.5,Orthodox,1992-07-26,14,9,0,2.0,http://ufcstats.com/fighter-details/e7f51d9f9e9259e7
2836,Joseph,Gigliotti,Capo,180.34,185.0,,Orthodox,1993-08-13,7,2,0,,http://ufcstats.com/fighter-details/83825fad27ab3581
2835,Joey,Gilbert,,180.34,155.0,,Orthodox,1976-06-05,2,3,0,,http://ufcstats.com/fighter-details/6bb1d2b714d4b3bc
2834,Trevin,Giles,,182.88,170.0,187.96,Orthodox,1992-08-06,16,5,0,,http://ufcstats.com/fighter-details/b27a1fcb56a3035a
2833,Kultar,Gill,Black Mamba,182.88,154.0,,Orthodox,1979-03-24,12,8,0,,http://ufcstats.com/fighter-details/42c96a9c4802e2e1
2832,Jesse,Gillespie,,,185.0,,,,3,2,0,,http://ufcstats.com/fighter-details/160b931119c1bf91
2831,Gregor,Gillespie,The Gift,170.18,155.0,180.34,Orthodox,1986-11-13,14,1,0,,http://ufcstats.com/fighter-details/84ff027394f7e470
2830,Jason,Gilliam,,182.88,170.0,,Orthodox,,14,9,0,,http://ufcstats.com/fighter-details/91720876db0ee468
2829,Micheal,Gillmore,The Gentleman,180.34,170.0,182.88,Orthodox,1987-03-28,6,5,0,,http://ufcstats.com/fighter-details/ce175eaafe867d1f
2828,Krishaun,Gilmore,,,,,,,0,1,0,,http://ufcstats.com/fighter-details/10ccdcd14c3dfcf1
2827,Alex,Gilpin,,170.18,145.0,,Orthodox,1992-03-26,11,1,0,,http://ufcstats.com/fighter-details/762c69860eef65d8
2826,Bob,Gilstrap,,190.5,200.0,,Orthodox,,5,7,0,,http://ufcstats.com/fighter-details/c96518b7f6881004
2825,Eperaim,Ginting,The Wolfman,162.56,135.0,162.56,Orthodox,1995-11-30,6,1,0,,http://ufcstats.com/fighter-details/bad8ed7d714f1493
2824,Demetrius,Gioulacos,,180.34,185.0,,,,0,1,0,,http://ufcstats.com/fighter-details/a58114c6dd0add64
2823,Billy,Giovanella,Wolverine,172.72,125.0,,,1985-08-20,9,5,0,,http://ufcstats.com/fighter-details/c1ea31a904fe08a9
2822,He-Man,Gipson,,,,,,,1,2,0,,http://ufcstats.com/fighter-details/3e03cec9767d37e6
2821,Israel,Giron,El Rojo,172.72,155.0,,,1974-01-16,19,5,0,,http://ufcstats.com/fighter-details/4b4f6abdce986be6
2820,Brandon,Girtz,Cold Roll,170.18,155.0,,,1985-03-06,14,7,0,,http://ufcstats.com/fighter-details/81f1810f72df8f25
2819,Jason,Glaza,,182.88,230.0,,,,3,2,0,,http://ufcstats.com/fighter-details/fda067e842b07466
2818,Mike,Glenn,,,205.0,,,1977-10-09,5,6,0,,http://ufcstats.com/fighter-details/ed133185689088b3
2817,Ricky,Glenn,The Gladiator,182.88,155.0,177.8,Southpaw,1989-04-12,22,7,2,,http://ufcstats.com/fighter-details/814ff3018127e8fc
2816,Mark,Godbeer,The Hand Of,193.04,240.0,195.58,Orthodox,1983-11-22,13,4,0,,http://ufcstats.com/fighter-details/ad56b3f00ca38dfd
2815,Clint,Godfrey,,167.64,135.0,,Southpaw,1982-10-21,13,3,0,,http://ufcstats.com/fighter-details/bd85ca0bb4f26cfc
2814,Loopy,Godinez,,157.48000000000002,115.0,154.94,Orthodox,1993-09-06,11,3,0,,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7
2813,Jason,Godsey,,187.96,230.0,,Orthodox,,16,16,0,,http://ufcstats.com/fighter-details/5ca158b1cc9cb242
2812,Allan,Goes,,182.88,205.0,,Orthodox,1971-04-20,10,5,2,,http://ufcstats.com/fighter-details/e62b36885ecdac27
2811,Billy,Goff,,177.8,170.0,182.88,Switch,1998-06-18,9,2,0,,http://ufcstats.com/fighter-details/fa07345cc9db5cc9
2810,Amiran,Gogoladze,,185.42,170.0,187.96,Switch,1997-12-09,14,3,0,,http://ufcstats.com/fighter-details/5d1636b6c1688502
2809,Jonny,Goh,,180.34,155.0,,,,3,4,0,,http://ufcstats.com/fighter-details/e86af30738a5452a
2808,Hannah,Goldy,24K,162.56,115.0,154.94,Orthodox,1992-05-18,6,4,0,,http://ufcstats.com/fighter-details/26e3f3928b1891d9
2807,Marcelo,Golm,,190.5,249.0,190.5,Orthodox,1992-09-15,6,3,0,,http://ufcstats.com/fighter-details/ac29d508d78384c9
2806,Denise,Gomes,Dee,157.48000000000002,115.0,160.02,Orthodox,1999-12-30,8,2,0,,http://ufcstats.com/fighter-details/cffb87059e645bd1
2805,Sergio,Gomez,,167.64,155.0,,Orthodox,1982-04-29,10,3,0,,http://ufcstats.com/fighter-details/af1e5c64b8663aa0
2804,Frank,Gomez,,177.8,135.0,170.18,Orthodox,1986-03-31,10,6,0,,http://ufcstats.com/fighter-details/a0a680fe2f6cc8e6
2803,Alan,Gomez,,,155.0,,,,2,0,0,,http://ufcstats.com/fighter-details/0a66de3a797cf73a
2802,David,Gomez,,,155.0,,,1983-08-08,1,2,0,,http://ufcstats.com/fighter-details/489413d3be819647
2801,Ulysses,Gomez,Useless,167.64,125.0,,Orthodox,1983-05-25,9,5,0,,http://ufcstats.com/fighter-details/1e35aa8955794580
2800,Joey,Gomez,KO King,177.8,135.0,185.42,Orthodox,1986-07-21,6,2,0,,http://ufcstats.com/fighter-details/0778f94eb5d588a5
2799,Luis,Gomez,Tiger Junior,170.18,145.0,172.72,Orthodox,1995-01-28,4,1,0,,http://ufcstats.com/fighter-details/513e84bfe65ff509
2798,Joey,Gomez,,177.8,155.0,180.34,Orthodox,1989-08-29,7,1,0,,http://ufcstats.com/fighter-details/3a28e1e641366308
2797,Edson,Gomez,,172.72,170.0,175.26,Switch,1991-02-23,6,2,0,,http://ufcstats.com/fighter-details/e90f4291f93708e6
2796,Silvana,Gomez Juarez,La Malvada,160.02,115.0,165.1,Orthodox,1984-12-06,11,5,0,,http://ufcstats.com/fighter-details/b4880ef2f838d4e1
2795,Takanori,Gomi,The Fireball Kid,170.18,155.0,177.8,Southpaw,1978-09-22,35,14,0,1.0,http://ufcstats.com/fighter-details/3be081c29bf734d9
2794,William,Gomis,Jaguar,182.88,145.0,185.42,Southpaw,1997-06-13,13,2,0,,http://ufcstats.com/fighter-details/e1d40e8782d80bc2
2793,Akihiro,Gono,,170.18,170.0,172.72,Switch,1974-10-07,35,21,8,,http://ufcstats.com/fighter-details/b2acebbef8da14ea
2792,Gabriel,Gonzaga,Napao,187.96,242.0,193.04,Orthodox,1979-05-18,17,11,0,,http://ufcstats.com/fighter-details/270b89c00ef0c55c
2791,Justin,Gonzales,J-Train,175.26,145.0,182.88,Orthodox,1991-04-28,6,0,0,,http://ufcstats.com/fighter-details/94535f76f43b466a
2790,Fernando,Gonzalez,The Menifee Maniac,175.26,170.0,172.72,Southpaw,1983-09-15,26,14,0,,http://ufcstats.com/fighter-details/be5aab761c40ef35
2789,Nick,Gonzalez,The Ghost,167.64,155.0,,Orthodox,1981-03-03,17,12,0,1.0,http://ufcstats.com/fighter-details/28d8638ea0a71908
2788,Fabian,Gonzalez,,177.8,135.0,,,,2,1,0,,http://ufcstats.com/fighter-details/69c071bc2621e8b0
2787,Lewis,Gonzalez,Lethal,177.8,170.0,,Orthodox,1987-09-19,11,3,0,,http://ufcstats.com/fighter-details/2ff2e6e5abea3e53
2786,Jason,Gonzalez,Nicoya,187.96,155.0,187.96,Southpaw,1990-02-28,11,5,0,,http://ufcstats.com/fighter-details/e45cfa47f504033a
2785,Pearl,Gonzalez,,162.56,115.0,,Orthodox,1986-08-12,6,3,0,,http://ufcstats.com/fighter-details/1ebdcb7488d0ebee
2784,Jorge,Gonzalez,Street,187.96,205.0,193.04,Orthodox,1984-02-29,16,4,0,,http://ufcstats.com/fighter-details/ff175a137b395e2b
2783,Mikey,Gonzalez,Rolls,180.34,155.0,187.96,Orthodox,1985-08-13,7,2,0,,http://ufcstats.com/fighter-details/de47c33e48b0ce38
2782,Erick,Gonzalez,The Ghost Pepper,180.34,155.0,190.5,Orthodox,1992-01-20,14,8,0,,http://ufcstats.com/fighter-details/a2ccf35a88346a91
2781,Jennifer,Gonzalez,Jefa,157.48000000000002,125.0,,,1986-03-22,13,5,0,,http://ufcstats.com/fighter-details/4f1a48f4e6ffb007
2780,Kier,Gooch,,,155.0,,,1986-04-21,2,7,0,,http://ufcstats.com/fighter-details/1bda4867f1baceac
2779,Lyman,Good,Cyborg,182.88,170.0,187.96,Orthodox,1985-05-26,21,6,0,1.0,http://ufcstats.com/fighter-details/4e0692ad070976e4
2778,Jared,Gooden,NiteTrain,182.88,170.0,195.58,Orthodox,1993-12-05,22,9,0,,http://ufcstats.com/fighter-details/c730a0be691dc081
2777,Gary,Goodridge,Big Daddy,190.5,249.0,,Orthodox,1966-01-17,23,22,1,,http://ufcstats.com/fighter-details/fbbde91f7bc2d3c5
2776,Jordan,Goodwin,,,155.0,,,,0,0,0,,http://ufcstats.com/fighter-details/7f98d9d5a10fa25c
2775,Gerard,Gordeau,,195.58,216.0,,Orthodox,1959-03-30,2,2,0,,http://ufcstats.com/fighter-details/279093302a6f44b3
2774,Eddie,Gordon,Truck,182.88,185.0,193.04,Orthodox,1983-07-22,8,4,0,,http://ufcstats.com/fighter-details/8cad40a75e5c97f5
2773,Jared,Gordon,Flash,175.26,155.0,172.72,Orthodox,1988-09-06,19,6,0,1.0,http://ufcstats.com/fighter-details/7026eca45f65377b
2772,Tebaris,Gordon,Boom,185.42,265.0,,Orthodox,1988-07-19,3,1,0,,http://ufcstats.com/fighter-details/68c4ca70067bf282
2771,Malcolm,Gordon,X,170.18,125.0,180.34,Switch,1990-05-19,14,7,0,,http://ufcstats.com/fighter-details/dee294e9717012c2
2770,Tresean,Gore,Mr. Vicious,182.88,185.0,190.5,Switch,1994-06-21,5,2,0,,http://ufcstats.com/fighter-details/147e70aa6cc48cfc
2769,Alex,Gorgees,Hitman,187.96,155.0,187.96,Switch,1995-08-11,6,1,0,,http://ufcstats.com/fighter-details/803bebcfb6d6f506
2768,Themba,Gorimbo,The Answer,185.42,170.0,195.58,Orthodox,1991-01-23,11,4,0,,http://ufcstats.com/fighter-details/40f3cb27fc7305a1
2767,Tim,Gorman,The Psycho,165.1,135.0,,Southpaw,1983-04-29,9,4,0,,http://ufcstats.com/fighter-details/c10eb2f12c489f6d
2766,Chase,Gormley,,190.5,265.0,,Orthodox,,14,6,0,1.0,http://ufcstats.com/fighter-details/052ceb8976695342
2765,Jonathan,Goulet,The Road Warrior,182.88,170.0,185.42,Orthodox,1979-07-13,23,12,0,1.0,http://ufcstats.com/fighter-details/fb1538b46877a695
2764,Thibault,Gouti,GT,177.8,155.0,182.88,Orthodox,1987-02-27,12,5,0,,http://ufcstats.com/fighter-details/51e86de150ee8be6
2763,Wilson,Gouveia,,185.42,185.0,193.04,Orthodox,1978-10-03,14,8,0,,http://ufcstats.com/fighter-details/af5b208e97f5d382
2762,Todd,Gouwenberg,,185.42,205.0,,Orthodox,1974-09-25,9,5,0,,http://ufcstats.com/fighter-details/c44acf87e376c62b
2761,Hugo,Govea,,,,,,,0,1,0,,http://ufcstats.com/fighter-details/2391a73686200c5d
2760,Justin,Governale,The Therapist,,145.0,,,,5,5,0,,http://ufcstats.com/fighter-details/ae954fd497025462
2759,Damian,Grabowski,The Polish Pitbull,185.42,241.0,190.5,Orthodox,1980-05-12,20,5,0,,http://ufcstats.com/fighter-details/3f11b5d4bd76a6d9
2758,Royce,Gracie,,185.42,175.0,,Southpaw,1966-12-12,15,2,3,,http://ufcstats.com/fighter-details/429e7d3725852ce9
2757,Crosley,Gracie,,175.26,190.0,,Orthodox,1979-07-18,2,2,0,,http://ufcstats.com/fighter-details/52d92050a046bc17
2756,Daniel,Gracie,,187.96,225.0,,Orthodox,,5,4,1,,http://ufcstats.com/fighter-details/82d6a9ae41aac3f7
2755,Ralph,Gracie,,175.26,183.0,,Orthodox,,6,1,0,,http://ufcstats.com/fighter-details/a9c45a8b21eabadc
2754,Renzo,Gracie,,177.8,185.0,,Orthodox,1967-03-11,13,7,1,1.0,http://ufcstats.com/fighter-details/aae0897825336b1a
2753,Rickson,Gracie,,177.8,185.0,,Switch,1958-11-20,11,0,0,,http://ufcstats.com/fighter-details/194fc025f9355db6
2752,Rodrigo,Gracie,,182.88,183.0,,Orthodox,1975-04-11,6,2,1,,http://ufcstats.com/fighter-details/36877f0e62b25b96
2751,Royler,Gracie,,172.72,150.0,,Southpaw,1965-12-06,5,5,1,,http://ufcstats.com/fighter-details/b807814d977682eb
2750,Ryan,Gracie,,175.26,200.0,,Orthodox,1974-08-14,5,2,0,,http://ufcstats.com/fighter-details/0c3838c8f7c620c2
2749,Ralek,Gracie,,187.96,210.0,,Orthodox,1985-10-04,3,1,0,,http://ufcstats.com/fighter-details/84283233ec42be5f
2748,Rolles,Gracie,,193.04,242.0,,Orthodox,1978-07-14,8,4,0,,http://ufcstats.com/fighter-details/e4a9dbade7c7e1a7
2747,Cesar,Gracie,,177.8,181.0,,Orthodox,,0,1,0,,http://ufcstats.com/fighter-details/079488710f012779
2746,Roger,Gracie,,193.04,185.0,200.66,Orthodox,1981-09-26,8,2,0,,http://ufcstats.com/fighter-details/a6bbd3df469c6bea
2745,Igor,Gracie,,180.34,170.0,,,1980-02-04,5,4,0,,http://ufcstats.com/fighter-details/722b870449243083
2744,Neiman,Gracie,,182.88,170.0,,,,6,0,0,,http://ufcstats.com/fighter-details/12d855d12a624da2
2743,Kron,Gracie,,175.26,145.0,177.8,Southpaw,1988-07-11,5,2,0,,http://ufcstats.com/fighter-details/242d36d241b43c12
2742,Bogdan,Grad,The Unleashed,172.72,155.0,177.8,Orthodox,1995-09-28,11,2,0,,http://ufcstats.com/fighter-details/fb37795db81f93f3
2741,Steven,Graham,,185.42,290.0,,Orthodox,,2,1,0,,http://ufcstats.com/fighter-details/3e514f437c51ce0a
2740,Scott,Graham,,193.04,185.0,,Orthodox,,3,1,0,,http://ufcstats.com/fighter-details/6e4acc2c115215b5
2739,Miranda,Granger,Danger,170.18,115.0,172.72,Orthodox,1992-04-13,7,3,0,,http://ufcstats.com/fighter-details/7559395ad833c074
2738,TJ,Grant,,177.8,155.0,182.88,Orthodox,1984-02-26,21,5,0,,http://ufcstats.com/fighter-details/a26198ba5093147e
2737,Davey,Grant,Dangerous,172.72,135.0,175.26,Orthodox,1985-12-18,15,7,0,,http://ufcstats.com/fighter-details/113df4fde64735c6
2736,Dwight,Grant,The Body Snatcher,185.42,185.0,193.04,Switch,1984-09-14,11,6,0,,http://ufcstats.com/fighter-details/8be158ca1e5ea6a0
2735,Alexa,Grasso,,165.1,125.0,167.64,Orthodox,1993-08-09,16,3,1,,http://ufcstats.com/fighter-details/e8b731feff72294b
2734,Tony,Gravely,,165.1,135.0,175.26,Orthodox,1991-09-28,23,9,0,,http://ufcstats.com/fighter-details/601964f9654f911a
2733,Michael,Graves,,177.8,170.0,180.34,Orthodox,1991-01-08,6,0,1,,http://ufcstats.com/fighter-details/3f1d23b01c552a13
2732,Shelton,Graves,The Gravedigger,187.96,255.0,193.04,Southpaw,1985-10-23,7,3,0,,http://ufcstats.com/fighter-details/642862d6d63605cd
2731,James,Gray,The Phenom,175.26,135.0,,Orthodox,1987-10-25,4,1,0,,http://ufcstats.com/fighter-details/2db65fc038c0018e
2730,Kevin,Gray,Pocket Herc,162.56,125.0,170.18,Orthodox,1985-05-03,9,4,0,,http://ufcstats.com/fighter-details/bb0d290026d7681d
2729,Sam,Greco,,187.96,205.0,,Orthodox,1967-05-03,3,1,1,,http://ufcstats.com/fighter-details/6d12031661db8ac8
2728,Bobby,Green,King,177.8,155.0,180.34,Orthodox,1986-09-09,30,14,1,1.0,http://ufcstats.com/fighter-details/887961364be5ceb3
2727,Desmond,Green,The Predator,177.8,155.0,185.42,Southpaw,1989-10-11,23,8,0,,http://ufcstats.com/fighter-details/f046d724d2a84ac5
2726,Gabe,Green,Gifted,177.8,170.0,185.42,Switch,1993-05-02,11,5,0,,http://ufcstats.com/fighter-details/5eb50529a8418b77
2725,Maurice,Greene,The Crochet Boss,200.66,258.0,203.2,Orthodox,1986-07-05,9,7,0,,http://ufcstats.com/fighter-details/068f8a189a47fea6
2724,Matt,Grice,The Real One,172.72,145.0,177.8,Orthodox,1981-07-29,15,5,0,,http://ufcstats.com/fighter-details/bfc2fc38a0e20211
2723,Forrest,Griffin,,190.5,205.0,195.58,Orthodox,1979-03-16,19,7,0,,http://ufcstats.com/fighter-details/fcffee71cff5530e
2722,Tyson,Griffin,,167.64,145.0,172.72,Orthodox,1984-04-20,16,8,0,,http://ufcstats.com/fighter-details/20205040232ed0f3
2721,Max,Griffin,Pain,180.34,170.0,193.04,Orthodox,1985-11-29,19,10,0,,http://ufcstats.com/fighter-details/b0d6a1d8ac3d563d
2720,Jordan,Griffin,Native Psycho,177.8,145.0,185.42,Southpaw,1990-02-28,18,9,0,,http://ufcstats.com/fighter-details/ebef46976554f975
2719,Chad,Griggs,The Grave Digger,185.42,205.0,185.42,Orthodox,1978-05-15,11,3,0,,http://ufcstats.com/fighter-details/fdf18227faa596dd
2718,Charalampos,Grigoriou,Ferocious,170.18,135.0,170.18,Orthodox,1992-03-31,8,3,0,,http://ufcstats.com/fighter-details/68b8ebdfce9dbb61
2717,Chuck,Grigsby,The Reverend,198.12,205.0,,Orthodox,,23,10,0,,http://ufcstats.com/fighter-details/7fb4234670271505
2716,Rodrigo,Gripp de Sousa,Riscado,180.34,205.0,,Orthodox,,7,9,0,,http://ufcstats.com/fighter-details/dde70a112e053a6c
2715,Maxim,Grishin,Maximus,190.5,205.0,198.12,Orthodox,1984-05-02,32,10,2,,http://ufcstats.com/fighter-details/950d0ef5c17157c5
2714,Josh,Grispi,The Fluke,180.34,145.0,187.96,Orthodox,1988-10-14,14,5,0,,http://ufcstats.com/fighter-details/60ba33c3f555a7a3
2713,Garrett,Gross,,175.26,155.0,,Orthodox,1988-08-08,11,7,0,,http://ufcstats.com/fighter-details/6741218640534d8b
2712,Kendall,Grove,Da Spyder,198.12,185.0,200.66,Orthodox,1982-11-12,23,17,0,1.0,http://ufcstats.com/fighter-details/234f3767ff0e5701
2711,Neil,Grove,Goliath,198.12,265.0,,Orthodox,1971-01-18,12,8,1,,http://ufcstats.com/fighter-details/36a432f22144843e
2710,Chris,Gruetzemacher,Gritz,172.72,155.0,172.72,Orthodox,1986-06-16,15,5,0,,http://ufcstats.com/fighter-details/feaf00f3373435d6
2709,Vik,Grujic,The Spartan,180.34,170.0,185.42,Orthodox,1977-02-06,6,6,0,,http://ufcstats.com/fighter-details/1e7483dbff40b84b
2708,Mike,Grundy,,170.18,145.0,182.88,Orthodox,1987-01-03,12,4,0,,http://ufcstats.com/fighter-details/56fcb2c4d99f9d1b
2707,Wang,Guan,The Dongbei Tiger,175.26,145.0,180.34,Orthodox,1986-03-14,20,1,1,,http://ufcstats.com/fighter-details/dd12382f28296f7b
2706,Nandor,Guelmino,The Hun,190.5,230.0,,,1975-12-20,11,5,1,,http://ufcstats.com/fighter-details/1abfb658cd4f8533
2705,Fabricio,Guerreiro,,177.8,145.0,,,1990-07-24,21,5,0,1.0,http://ufcstats.com/fighter-details/2963369e327e1979
2704,Rainn,Guerrero,Purple Rainn,167.64,125.0,165.1,Orthodox,1992-05-13,5,2,0,,http://ufcstats.com/fighter-details/8300a47f6fd6fe4f
2703,Shannon,Gugerty,,177.8,155.0,180.34,Orthodox,1981-12-30,15,7,0,,http://ufcstats.com/fighter-details/9f1641c08cf8fbe2
2702,Clay,Guida,The Carpenter,170.18,155.0,177.8,Orthodox,1981-12-08,38,20,0,,http://ufcstats.com/fighter-details/c47df9303d318c67
